timestamp,symbol,open,high,low,close,volume
2024-01-02 00:00:00+00:00,SPY,100.63736553600597,100.71043910133803,100.56429197067392,100.63736553600597,1605945.7113817586
2024-01-03 00:00:00+00:00,SPY,100.63736553600597,100.71419972796048,99.9318803535238,100.00823421895026,1442713.4100636907
2024-01-04 00:00:00+00:00,SPY,100.00823421895026,100.59103539114878,99.76904659622151,100.35102791583405,1203372.8609747512
2024-01-05 00:00:00+00:00,SPY,100.35102791583405,100.68440013356047,100.25329153780693,100.58643448249384,1450532.500276808
2024-01-08 00:00:00+00:00,SPY,100.58643448249384,100.90326026140701,100.49200346701639,100.80862065650946,849645.8033932177
2024-01-09 00:00:00+00:00,SPY,100.80862065650946,101.72186532942352,100.80610162675895,101.71932354281303,1158512.6876547462
2024-01-10 00:00:00+00:00,SPY,101.71932354281303,102.13193045717641,101.62152109293427,102.03382561565617,921148.4516669466
2024-01-11 00:00:00+00:00,SPY,102.03382561565617,102.88992056971202,101.94270304736219,102.7981154429472,1168042.4326450974
2024-01-12 00:00:00+00:00,SPY,102.7981154429472,103.08624586432353,102.6613147724548,102.94924407634673,798590.8138165644
2024-01-16 00:00:00+00:00,SPY,102.94924407634673,103.31504598458177,102.92896606398125,103.29469992744255,1269375.506564275
2024-01-17 00:00:00+00:00,SPY,103.29469992744255,104.15674699703831,103.20725098319777,104.06864283534047,1207923.1468322813
2024-01-18 00:00:00+00:00,SPY,104.06864283534047,104.08523516737704,102.66084807697989,102.67721856530963,1098303.3231111967
2024-01-19 00:00:00+00:00,SPY,102.67721856530963,103.02372017824621,102.08844970224054,102.43413097505409,884298.2839010552
2024-01-22 00:00:00+00:00,SPY,102.43413097505409,102.73059839212574,101.78560770725748,102.08105323793488,1194146.4539305181
2024-01-23 00:00:00+00:00,SPY,102.08105323793488,102.35109837702798,101.26253067589782,101.53112102474049,1407390.66658334
2024-01-24 00:00:00+00:00,SPY,101.53112102474049,101.73362420142998,101.09632121357113,101.29836015017312,1611323.1947728456
2024-01-25 00:00:00+00:00,SPY,101.29836015017312,103.0038499288268,101.21736720297835,102.92155915537778,2793432.776221051
2024-01-26 00:00:00+00:00,SPY,102.92155915537778,103.10794578769817,101.89192293052518,102.07677970264388,1401673.8911000418
2024-01-29 00:00:00+00:00,SPY,102.07677970264388,103.26675298616365,101.99957647120294,103.188708774847,1133409.390402327
2024-01-30 00:00:00+00:00,SPY,103.188708774847,103.45684015575158,101.2820226876551,101.54588526296988,1021742.2999439304
2024-01-31 00:00:00+00:00,SPY,101.54588526296988,101.61823954362735,101.20773540378896,101.27990016263024,1152425.696694557
2024-02-01 00:00:00+00:00,SPY,101.27990016263024,101.64812312584418,101.13050915634479,101.4984098110236,914434.7552889657
2024-02-02 00:00:00+00:00,SPY,101.4984098110236,102.41773239820937,101.30888839123868,102.22685080763789,1151999.6193722836
2024-02-05 00:00:00+00:00,SPY,102.22685080763789,103.07486986413413,102.18484833848105,103.0325363588332,1129332.8195658408
2024-02-06 00:00:00+00:00,SPY,103.0325363588332,104.11595269820684,102.83676999500466,103.91850295875862,1265325.433472796
2024-02-07 00:00:00+00:00,SPY,103.91850295875862,103.9889665781608,103.5547611751613,103.6250257976342,1360862.268254358
2024-02-08 00:00:00+00:00,SPY,103.6250257976342,103.79917970247816,103.07802627150116,103.25155251106146,1163088.494255753
2024-02-09 00:00:00+00:00,SPY,103.25155251106146,104.59993098961934,102.89485548030412,104.23981985014524,1293691.9675750323
2024-02-12 00:00:00+00:00,SPY,104.23981985014524,104.33038833482897,104.0505698413398,104.14105251228997,840045.1548576959
2024-02-13 00:00:00+00:00,SPY,104.14105251228997,104.19056858398304,102.87206566442485,102.92100163705851,1012208.237189271
2024-02-14 00:00:00+00:00,SPY,102.92100163705851,103.04330265418437,101.8087954765697,101.92991879003625,1216429.3748795784
2024-02-15 00:00:00+00:00,SPY,101.92991879003625,102.22471190936326,100.76913533077816,101.06141664139798,1287360.9200152184
2024-02-16 00:00:00+00:00,SPY,101.06141664139798,101.64022544779077,101.04683762093556,101.62556504383527,1703296.3259514046
2024-02-20 00:00:00+00:00,SPY,101.62556504383527,101.92653424700396,101.51794505234486,101.8187097181199,1095014.3008016779
2024-02-21 00:00:00+00:00,SPY,101.8187097181199,102.6792822380408,101.77132813487543,102.63152241044075,1557949.740260252
2024-02-22 00:00:00+00:00,SPY,102.63152241044075,102.63600784836676,102.31747492249477,102.32194683063953,1001219.6835088462
2024-02-23 00:00:00+00:00,SPY,102.32194683063953,102.89020401425638,101.99415256153517,102.56164186824883,853999.3587455817
2024-02-26 00:00:00+00:00,SPY,102.56164186824883,103.30258912635038,102.51254445596075,103.25316067622592,1019527.5080801392
2024-02-27 00:00:00+00:00,SPY,103.25316067622592,103.46451937834073,102.77185098508993,102.98265596541822,944874.1156858796
2024-02-28 00:00:00+00:00,SPY,102.98265596541822,103.60100824388726,102.94573140334285,103.56387528488679,1833956.5964831645
2024-02-29 00:00:00+00:00,SPY,103.56387528488679,103.60944270317067,102.94825948505104,102.99357597542101,1013473.7049653764
